,0
2343,"Electric Power Sector Generation from Petroleum Coke, Quarterly"
2344,"Number of Residential Customers, Mountain, Quarterly"
2345,"Retail Sales of Electricity in Residential Sector, East North Central, Quarterly"
2346,"Retail Sales of Electricity in Residential Sector, U.S. Total, Quarterly"
2347,"Retail Sales of Electricity in Residential Sector, West North Central, Quarterly"
2348,"Total Retail Sales of Electricity in All Sectors, Middle Atlantic, Quarterly"
2349,"Total Retail Sales of Electricity in All Sectors, Mountain, Quarterly"
2350,"Households Middle Atlantic, Quarterly"
2351,"Households Mountain, Quarterly"
2352,"Retail Sales of Electricity in Residential Sector, East South Central, Quarterly"
2353,"Distillate Fuel Oil PADD 3 (Gulf Coast) Inventory, Quarterly"
2354,"Commercial Sector Generation from Distillate Fuel Oil, Quarterly"
2355,"Electric Power Sector Generation from Distillate Fuel Oil, Quarterly"
2356,"Crude Oil and Liquid Fuels Supply, Other Eurasia, Quarterly"
2357,"Crude Oil and Liquid Fuels Supply, Other Central and S. America, Quarterly"
2358,"Distillate Fuel Oil PADD 4 (Rocky Mountain) Inventory, Quarterly"
2359,"Total Non-Farm Employment W. S. Central, Quarterly"
2360,"Retail Sales of Electricity in Transportation Sector, Pacific Contiguous, Quarterly"
2361,"Retail Sales of Electricity in Transportation Sector, South Atlantic, Quarterly"
2362,"Retail Sales of Electricity in Commercial Sector, Alaska and Hawaii, Quarterly"
2363,"Retail Sales of Electricity in Commercial Sector, Middle Atlantic, Quarterly"
2364,"Households New England, Quarterly"
2365,"Households Pacific, Quarterly"
2366,"Number of Residential Customers, New England, Quarterly"
2367,"Gross Exports of Electricity from the United States, Quarterly"
2368,"Retail Sales of Electricity in Industrial Sector, East North Central, Quarterly"
2369,"Retail Sales of Electricity in Industrial Sector, South Atlantic, Quarterly"
2370,"Retail Sales of Electricity in Industrial Sector, U.S. Total, Quarterly"
2371,"Liquid Fuels Consumption, Europe non-OECD, Quarterly"
2372,"Liquid Fuels Consumption, Total non-OECD, Quarterly"
2373,"Number of Residential Customers, Pacific Contiguous, Quarterly"
2374,"Retail Sales of Electricity in Residential Sector, Alaska and Hawaii, Quarterly"
2375,"Retail Sales of Electricity in Residential Sector, West South Central, Quarterly"
2376,"Retail Sales of Electricity in Residential Sector, U.S. Total, Quarterly"
2377,"Total Retail Sales of Electricity in All Sectors, New England, Quarterly"
2378,"Total Retail Sales of Electricity in All Sectors, Pacific Contiguous, Quarterly"
2379,"Liquid Fuels Consumption, Mexico, Quarterly"
2380,"Retail Sales of Electricity in Residential Sector, Middle Atlantic, Quarterly"
2381,"Distillate Fuel Oil PADD 5 (West Coast) Inventory, Quarterly"
2382,"Industrial Sector Generation from Distillate Fuel Oil, Quarterly"
2383,"Cost of Distillate Fuel Oil Delivered to Electric Generating Plants, Quarterly"
2384,"Total OPEC Petroleum Supply, Quarterly"
2385,"Other OECD Petroleum Production, Quarterly"
2386,"Distillate Fuel Oil U.S. Total Inventory, Quarterly"
2387,"Retail Sales of Electricity in Transportation Sector, East North Central, Quarterly"
2388,"Retail Sales of Electricity in Transportation Sector, U.S. Total, Quarterly"
2389,"Retail Sales of Electricity in Transportation Sector, West North Central, Quarterly"
2390,"Retail Sales of Electricity in Commercial Sector, Mountain, Quarterly"
2391,"Retail Sales of Electricity in Commercial Sector, New England, Quarterly"
2392,"Petroleum Coke Product Supplied, Quarterly"
2393,"Retail Sales of Electricity in Transportation Sector, East South Central, Quarterly"
2394,"Number of Residential Customers, South Atlantic, Quarterly"
2395,"Retail Sales of Electricity in Industrial Sector, East South Central, Quarterly"
2396,"Retail Sales of Electricity in Industrial Sector, Alaska and Hawaii, Quarterly"
2397,"Retail Sales of Electricity in Industrial Sector, West North Central, Quarterly"
2398,"Retail Sales of Electricity in Industrial Sector, West South Central, Quarterly"
2399,"Petroleum Coke Stocks, Electric Power Sector, Quarterly"
2400,"Number of Residential Customers, United States, Quarterly"
2401,"Retail Sales of Electricity in Residential Sector, Mountain, Quarterly"
2402,"Total Supply of Electricity in United States, Quarterly"
2403,"Total Retail Sales of Electricity in All Sectors, East North Central, Quarterly"
2404,"Total Retail Sales of Electricity in All Sectors, South Atlantic, Quarterly"
2405,"Total Retail Sales of Electricity in All Sectors, U.S. Total, Quarterly"
2406,"Retail Price of Electricity in Industrial Sector, U.S. Average, Quarterly"
2407,"Retail Price of Electricity in Industrial Sector, East North Central, Quarterly"
2408,"Retail Sales of Electricity in Residential Sector, New England, Quarterly"
2409,"Distillate Fuel Refinery Output, Quarterly"
2410,"Distillate Fuel Oil Stocks, Electric Power Sector, Quarterly"
2411,"Diesel Fuel Retail Price Including Taxes, U.S. Average, Quarterly"
2412,"Commercial Employment, Quarterly"
2413,"Total Non-Farm Employment New England, Quarterly"
2414,"Distillate Fuel Oil Product Supplied, Quarterly"
2415,"Retail Sales of Electricity in Transportation Sector, Alaska and Hawaii, Quarterly"
2416,"Retail Sales of Electricity in Transportation Sector, West South Central, Quarterly"
2417,"Retail Sales of Electricity in Transportation Sector, U.S. Total, Quarterly"
2418,"Diesel fuel retail price incl taxes, U.S. average, Quarterly"
2419,"Diesel Fuel Retail Real Prrice Incl Taxes, U.S. Average, Quarterly"
2420,"Retail Sales of Electricity in Commercial Sector, Pacific Contiguous, Quarterly"
2421,"Retail Sales of Electricity in Commercial Sector, South Atlantic, Quarterly"
2422,"Total Non-Farm Employment Pacific, Quarterly"
2423,"Number of Residential Customers, East South Central, Quarterly"
2424,"Retail Sales of Electricity in Transportation Sector, Middle Atlantic, Quarterly"
2425,"Number of Residential Customers, West North Central, Quarterly"
2426,"Retail Sales of Electricity in Industrial Sector, Middle Atlantic, Quarterly"
2427,"Retail Sales of Electricity in Industrial Sector, Mountain, Quarterly"
2428,"Retail Sales of Electricity in Industrial Sector, U.S. Total, Quarterly"
2429,"Gross Imports of Electricity into the United States, Quarterly"
2430,"Number of Residential Customers, Hawaii and Alaska, Quarterly"
2431,"Net Imports of Electricity to the United States, Quarterly"
2432,"Number of Residential Customers, West South Central, Quarterly"
2433,"Retail Sales of Electricity in Residential Sector, Pacific Contiguous, Quarterly"
2434,"Total Retail Sales of Electricity in All Sectors, East South Central, Quarterly"
2435,"Total Retail Sales of Electricity in All Sectors, Alaska and Hawaii, Quarterly"
2436,"Total Retail Sales of Electricity in All Sectors, West North Central, Quarterly"
2437,"Total Retail Sales of Electricity in All Sectors, West South Central, Quarterly"
2438,"Net International Imports of Electricity into United States, Quarterly"
2439,"Distillate Fuel Oil PADD 1 (East Coast) Inventory, Quarterly"
2440,"Retail Sales of Electricity in Residential Sector, South Atlantic, Quarterly"
2441,"Households E. N. Central, Quarterly"
2442,"Households E. S. Central, Quarterly"
2443,"Distillate Fuel Oil PADD 2 (Midwest) Inventory, Quarterly"
2444,"Total Non-Farm Employment S. Atlantic, Quarterly"
2445,"Retail Sales of Electricity in Transportation Sector, Mountain, Quarterly"
2446,"Retail Sales of Electricity in Transportation Sector, New England, Quarterly"
2447,"Retail Sales of Electricity in Commercial Sector, East North Central, Quarterly"
2448,"Retail Sales of Electricity in Commercial Sector, East South Central, Quarterly"
2449,"Crude Oil and Liquid Fuels Supply, South Sudan, Quarterly"
2450,"OECD Petroleum Production, Quarterly"
2451,"Total Refinery Input, Quarterly"
2452,"Renewables and Oxygenate Production, Quarterly"
2453,"Petroleum Product Net Inventory Withdrawals, Quarterly"
2454,"Propane/Propylene PADD 1 (East Coast) Inventory, Quarterly"
2455,"Electric power sector net generation from pumped storage hydropower, Southwest, Monthly"
2456,"Electric power sector net generation from pumped storage hydropower, Texas (ERCOT), Monthly"
2457,"Liquid Fuels Consumption, Other Asia, Quarterly"
2458,"Liquid Fuels Consumption, Other non-OECD, Quarterly"
2459,"Crude Oil and Liquid Fuels Supply, Egypt, Quarterly"
2460,"Eurasia Petroleum Production, Quarterly"
2461,"Commercial Sector Generation from Petroleum Coke, Quarterly"
2462,"Electric power sector net generation from pumped storage hydropower, United States, Monthly"
2463,"Electric Power Sector Generation from Pumped Storage Hydroelectric, Monthly"
2464,"Natural Gasoline (Pentanes Plus) Production at Natural Gas Processing Plants, Quarterly"
2465,"Natural Gasoline (Pentanes Plus)Net Imports, Quarterly"
2466,"OECD End-of-period Commercial Crude Oil and Other Liquids Inventory, Quarterly"
2467,"U.S. End-of-period Commercial Crude Oil and Other Liquids Inventory, Quarterly"
2468,"Propane/Propylene Oil U.S. Total Inventory, Quarterly"
2469,"Propane/Propylene Refinery and Blender Net Production, Quarterly"
2470,"Commercial sector consumption of natural gas, United States, Monthly"
2471,"Commercial sector net generation from natural gas, United States, Monthly"
2472,"Industrial Sector Generation from Natural Gas, Monthly"
2473,"Electric power sector net generation from natural gas, Central (SPP ISO), Monthly"
2474,"Crude Oil Production Federal Gulf of Mexico, Quarterly"
2475,"Liquid Fuels Consumption, U.S. Territories, Quarterly"
2476,"Liquid Fuels Consumption, Total World, Quarterly"
2477,"Crude Oil and Liquid Fuels Supply, Mexico, Quarterly"
2478,"Crude Oil and Liquid Fuels Supply, Malaysia, Quarterly"
2479,"Electric power sector  consumption of natural gas, Florida (FRCC), Monthly"
2480,"Crude Oil and Liquid Fuels Supply, Turkmenistan, Quarterly"
2481,"Crude Oil and Liquid Fuels Supply, United Kingdom, Quarterly"
2482,"Propane/Propylene PADD 2 (Midwest) Inventory, Quarterly"
2483,"Propane/Propylene PADD 3 (Gulf Coast) Inventory, Quarterly"
2484,"Total Petroleum and Other Liquids Product Supplied, Quarterly"
2485,"Industrial and commercial sector net generation from conventional hydropower, United States, Monthly"
2486,"Commercial sector net generation from conventional hydropower, United States, Monthly"
2487,"Industrial Sector Generation from Conventional Hydroelectric, Monthly"
2488,"Electric Power Sector Consumption of Conventional Hydroelectric Energy, Monthly"
2489,"Liquid Fuels Consumption, Other OECD, Quarterly"
2490,"Liquid Fuels Consumption, Total North America, Quarterly"
2491,"Crude Oil and Liquid Fuels Supply, Indonesia, Quarterly"
2492,"Crude Oil and Liquid Fuels Supply, India, Quarterly"
2493,"Industrial Sector Generation from Petroleum Coke, Quarterly"
2494,"Electric power sector  net generation from other nonrenewable fuels, Northwest, Monthly"
2495,"Industrial sector net generation from pumped storage hydropower, United States, Monthly"
2496,"Natural Gasoline (Pentanes Plus) Renewable Fuels and Oxygenanted Plant Net Production, Quarterly"
2497,"Natural Gasoline (Pentanes Plus)Inventory, Quarterly"
2498,"Total Petroleum Product Supply, Quarterly"
2499,"Propane/Propylene Product Supplied, Quarterly"
2500,"Other Oils Net Imports, Quarterly"
2501,"Electric power sector net generation from natural gas, Southwest, Monthly"
2502,"Crude Oil and Liquid Fuels Supply, Azerbaijan, Quarterly"
2503,"Crude Oil and Liquid Fuels Supply, Argentina, Quarterly"
2504,"Net generation from petroleum, all sectors, United States, Quarterly"
2505,"Generation from Petroleum by All Sectors, Quarterly"
2506,"Crude Oil and Liquid Fuels Supply, Norway, Quarterly"
2507,"Crude Oil and Liquid Fuels Supply, Total Non-OECD, Quarterly"
2508,"Electric power sector  consumption of natural gas, Hawaii and Alaska, Monthly"
2509,"Electric power sector  consumption of natural gas, Midwest (Midcontinent ISO), Monthly"
2510,"Crude Oil and Liquid Fuels Supply, United States, Quarterly"
2511,"Crude Oil and Liquid Fuels Supply, Vietnam, Quarterly"
2512,"Propane/Propylene PADD 4 (Rocky Mountain) Inventory, Quarterly"
2513,"Propane/Propylene PADD 5 (West Coast) Inventory, Quarterly"
2514,"Liquid Fuels Consumption, Brazil, Quarterly"
2515,"Liquid Fuels Consumption, Canada, Quarterly"
2516,"Net generation from pumped storage hydropower, all sectors, United States, Monthly"
2517,"Generation from Pumped Storage Hydropower by All Sectors, Monthly"
2518,"Housing Starts, Monthly"
2519,"Commercial Sector Consumption of Conventional Hydroelectric Energy, Monthly"
2520,"Commercial Sector Generation from Conventional Hydropower, Monthly"
2521,"Comm. and Indus. Sectors Conventional Hydroelectric Net Summer Capacity, Monthly"
2522,"Electric power sector  consumption of natural gas, California, Monthly"
2523,"Liquid Fuels Consumption, Total Central and South America, Quarterly"
2524,"Liquid Fuels Consumption, Total Europe, Quarterly"
2525,"Crude Oil and Liquid Fuels Supply, Kazakhstan, Quarterly"
2526,"Crude Oil and Liquid Fuels Supply, Oman, Quarterly"
2527,"Electric power sector  net generation from other nonrenewable fuels, New York (NYISO), Monthly"
2528,"Natural Gasoline (Pentanes Plus) Refinery and Blender Net  Input, Quarterly"
2529,"Natural Gasoline (Pentanes Plus) Product Supplied, Quarterly"
2530,"Total End-of-period Commercial Crude Oil and Other Liquids Inventory, Quarterly"
2531,"Carbon Dioxide Emissions from Petroleum and Other Liquid Fuels, Quarterly"
2532,"Other Oils Inventory, Quarterly"
2533,"Other Oils Refinery Output, Quarterly"
2534,"Other Non-OECD Petroleum Production, Quarterly"
2535,"Crude Oil and Liquid Fuels Supply, Qatar, Quarterly"
2536,"Crude Oil and Liquid Fuels Supply, Australia, Quarterly"
2537,"Crude Oil and Liquid Fuels Supply, Brazil, Quarterly"
2538,"Liquid Fuels Consumption, Total Africa, Quarterly"
2539,"Liquid Fuels Consumption, Total Asia and Oceania, Quarterly"
2540,"Total non-OPEC liquids, Quarterly"
2541,"Non- OPEC + OPEC non-crude Production, Quarterly"
2542,"Liquid Fuels Consumption, Total OECD, Quarterly"
